Time,Step,Epoch,Train_Loss,Val_Loss,Val_Acc,LR
0.5562067031860352,20,1,3.466773271560669,,,0.1
0.8027122020721436,40,1,2.372887372970581,,,0.1
1.0488789081573486,60,1,2.785250425338745,,,0.1
1.2949299812316895,80,1,2.302539348602295,,,0.1
1.5415451526641846,100,1,2.392188310623169,,,0.1
1.788360357284546,120,1,2.3010754585266113,,,0.1
2.034721851348877,140,1,2.2915549278259277,,,0.1
2.2805678844451904,160,1,2.2905540466308594,,,0.1
2.526665210723877,180,1,2.305492877960205,,,0.1
2.7731211185455322,200,1,2.3101871013641357,,,0.1
3.019487142562866,220,1,2.2711782455444336,,,0.1
3.266023635864258,240,1,2.301877498626709,,,0.1
3.5125081539154053,260,1,2.2827134132385254,,,0.1
3.6463704109191895,280,1,2.3087193965911865,,,0.1
3.800926446914673,300,1,2.301602363586426,,,0.1
3.970102310180664,320,1,2.3329057693481445,,,0.1
4.140361547470093,340,1,2.3286314010620117,,,0.1
4.310758590698242,360,1,2.303743362426758,,,0.1
4.479671001434326,380,1,2.298978567123413,,,0.1
5.526276588439941,391,1,,2.2938611483573914,11.18,0.09999798580854356
5.738191366195679,400,2,2.2950823307037354,,,0.09999798580854356
5.984136343002319,420,2,2.297089099884033,,,0.09999798580854356
6.230162620544434,440,2,2.295319080352783,,,0.09999798580854356
6.47565770149231,460,2,2.3300297260284424,,,0.09999798580854356
6.722404479980469,480,2,2.297539710998535,,,0.09999798580854356
6.969207048416138,500,2,2.2829084396362305,,,0.09999798580854356
7.214661121368408,520,2,2.2834973335266113,,,0.09999798580854356
7.461093902587891,540,2,2.273599147796631,,,0.09999798580854356
7.706411600112915,560,2,2.2864456176757812,,,0.09999798580854356
7.95332407951355,580,2,2.287337303161621,,,0.09999798580854356
8.199573755264282,600,2,2.283083200454712,,,0.09999798580854356
8.444681644439697,620,2,2.2927887439727783,,,0.09999798580854356
8.691093683242798,640,2,2.2917470932006836,,,0.09999798580854356
8.92526364326477,660,2,2.2595715522766113,,,0.09999798580854356
9.047075986862183,680,2,2.304438591003418,,,0.09999798580854356
9.226655960083008,700,2,2.3404159545898438,,,0.09999798580854356
9.40089750289917,720,2,2.2686638832092285,,,0.09999798580854356
9.570768117904663,740,2,2.288090467453003,,,0.09999798580854356
9.740108251571655,760,2,2.1511950492858887,,,0.09999798580854356
9.880306482315063,780,2,2.2040159702301025,,,0.09999798580854356
10.831532716751099,782,2,,2.377022075653076,17.83,0.09999194339645291
11.15683388710022,800,3,2.1332573890686035,,,0.09999194339645291
11.402962684631348,820,3,2.058133840560913,,,0.09999194339645291
11.648539304733276,840,3,2.116478204727173,,,0.09999194339645291
11.894784212112427,860,3,2.1480445861816406,,,0.09999194339645291
12.141236305236816,880,3,2.160020351409912,,,0.09999194339645291
12.386479377746582,900,3,2.055100917816162,,,0.09999194339645291
12.6327486038208,920,3,2.0257959365844727,,,0.09999194339645291
12.878885984420776,940,3,2.043954372406006,,,0.09999194339645291
13.126217126846313,960,3,2.001546621322632,,,0.09999194339645291
13.37185525894165,980,3,2.0107221603393555,,,0.09999194339645291
