Time,Step,Epoch,Train_Loss,Val_Loss,Val_Acc,LR
0.45599865913391113,20,1,3.3289778232574463,,,0.1
0.5732932090759277,40,1,2.930502414703369,,,0.1
0.6909587383270264,60,1,2.4878005981445312,,,0.1
0.8088674545288086,80,1,2.256892204284668,,,0.1
0.9267513751983643,100,1,2.656545639038086,,,0.1
1.0445928573608398,120,1,2.251760244369507,,,0.1
1.163151741027832,140,1,2.2692463397979736,,,0.1
1.28092622756958,160,1,2.2308096885681152,,,0.1
1.3990809917449951,180,1,2.2332983016967773,,,0.1
1.5167827606201172,200,1,2.1937363147735596,,,0.1
1.6347017288208008,220,1,2.2207179069519043,,,0.1
1.752793312072754,240,1,2.2066056728363037,,,0.1
1.870431900024414,260,1,2.253422498703003,,,0.1
1.9884324073791504,280,1,2.1568942070007324,,,0.1
2.1079349517822266,300,1,2.2269287109375,,,0.1
2.2253847122192383,320,1,2.1449244022369385,,,0.1
2.343264579772949,340,1,2.0387496948242188,,,0.1
2.4610416889190674,360,1,2.0382497310638428,,,0.1
2.5791571140289307,380,1,2.0223629474639893,,,0.1
3.035039186477661,391,1,,2.1444805431365968,16.73,0.1
3.1718428134918213,400,2,2.1812970638275146,,,0.1
3.289004325866699,420,2,2.0329861640930176,,,0.1
3.4069809913635254,440,2,2.0144882202148438,,,0.1
3.5249125957489014,460,2,1.9965230226516724,,,0.1
3.643622398376465,480,2,1.9233801364898682,,,0.1
3.7622876167297363,500,2,1.8570743799209595,,,0.1
3.880044460296631,520,2,2.0129213333129883,,,0.1
3.997854232788086,540,2,1.9255925416946411,,,0.1
4.115468740463257,560,2,2.054426670074463,,,0.1
4.233189344406128,580,2,1.9012362957000732,,,0.1
4.350781202316284,600,2,1.90627121925354,,,0.1
4.46881103515625,620,2,1.8451573848724365,,,0.1
4.586485147476196,640,2,1.879179835319519,,,0.1
4.704029083251953,660,2,1.8497354984283447,,,0.1
4.821839332580566,680,2,1.8656682968139648,,,0.1
4.939814567565918,700,2,1.8914817571640015,,,0.1
5.058128118515015,720,2,1.9502077102661133,,,0.1
5.177650213241577,740,2,1.8958690166473389,,,0.1
5.2958478927612305,760,2,1.8701488971710205,,,0.1
5.412851572036743,780,2,1.7437807321548462,,,0.1
5.807523250579834,782,2,,1.7948319041728973,28.53,0.1
5.997244358062744,800,3,1.8786636590957642,,,0.1
6.114476203918457,820,3,1.9820667505264282,,,0.1
6.232982158660889,840,3,1.917569875717163,,,0.1
6.3503217697143555,860,3,1.7496891021728516,,,0.1
6.467880010604858,880,3,1.7424430847167969,,,0.1
6.585671424865723,900,3,1.7175577878952026,,,0.1
6.703283309936523,920,3,1.8330810070037842,,,0.1
6.820980787277222,940,3,1.7658926248550415,,,0.1
6.938607215881348,960,3,1.6092348098754883,,,0.1
7.056482553482056,980,3,1.6782811880111694,,,0.1
7.174465894699097,1000,3,1.6139531135559082,,,0.1
7.292279243469238,1020,3,1.6669893264770508,,,0.1
7.410476207733154,1040,3,1.8618147373199463,,,0.1
7.528165578842163,1060,3,1.6878809928894043,,,0.1
7.645890712738037,1080,3,1.5418977737426758,,,0.1
7.763557195663452,1100,3,1.755192518234253,,,0.1
7.881236791610718,1120,3,1.5128505229949951,,,0.1
7.9994590282440186,1140,3,1.512641429901123,,,0.1
8.11720895767212,1160,3,1.6010076999664307,,,0.1
8.591744899749756,1173,3,,1.5902958405017853,38.46,0.1
8.747196912765503,1180,4,1.6477439403533936,,,0.1
8.864784717559814,1200,4,1.6151838302612305,,,0.1
8.983145236968994,1220,4,1.5545202493667603,,,0.1
9.101696252822876,1240,4,1.4371075630187988,,,0.1
9.219909906387329,1260,4,1.559424877166748,,,0.1
9.337497472763062,1280,4,1.524179458618164,,,0.1
